min_recall,equal_opportunity,accuracy,precision,recall,demographic_parity,recall_group_ Amer-Indian-Eskimo,recall_group_ Asian-Pac-Islander,recall_group_ Black,recall_group_ Other,recall_group_ White,member,dataset,model_type,grouping,iteration
0.8081272084805654,0.1918727915194346,0.8419961612284069,0.6328066215199398,0.809432146294514,0.19574978255248127,0.8125,0.8103448275862069,0.8206896551724138,1.0,0.8081272084805654,0,validation,,original,2
0.8009880028228652,0.1365119971771348,0.8476007677543186,0.645801133436373,0.8042990054539622,0.14604793887234932,0.8333333333333334,0.8202247191011236,0.8375,0.9375,0.8009880028228652,1,validation,,original,2
0.8,0.12857142857142856,0.8452856265356266,0.6343010490363503,0.834403080872914,0.21482476449691595,0.8,0.8360655737704918,0.8378378378378378,0.9285714285714286,0.833805811481219,2,validation,,original,2
0.8181818181818182,0.18181818181818177,0.7422194922194922,0.48061683443992287,0.9602053915275995,0.2836599209260618,0.8181818181818182,0.9390243902439024,0.9469026548672567,1.0,0.9622819424799622,0,test,individual,original,2
0.7272727272727273,0.20389181775320386,0.7899262899262899,0.5351418002466092,0.928540864356012,0.27967525195968646,0.7272727272727273,0.926829268292683,0.9026548672566371,0.9,0.9311645450259312,1,test,individual,original,2
0.7272727272727273,0.17272727272727273,0.8426494676494677,0.6265822784810127,0.8472400513478819,0.19114562249291578,0.7272727272727273,0.8292682926829268,0.7964601769911505,0.9,0.851013672795851,2,test,individual,original,2
