min_recall,equal_opportunity,accuracy,precision,recall,demographic_parity,recall_group_African-American,recall_group_Caucasian,recall_group_Hispanic,recall_group_Other,member,model_name,split,model_type,dataset,iteration
0.42452830188679247,0.28135405105438405,0.6727272727272727,0.6491228070175439,0.5967741935483871,0.2703544061302682,0.7058823529411765,0.42452830188679247,0.4642857142857143,0.47058823529411764,0,XGBClassifier,validation,,compas,0
0.4270833333333333,0.22994146005509647,0.6630303030303031,0.638235294117647,0.5833333333333334,0.26750700280112044,0.6570247933884298,0.4270833333333333,0.5238095238095238,0.46153846153846156,1,XGBClassifier,validation,,compas,0
0.25,0.4013761467889908,0.5927272727272728,0.5461538461538461,0.5725806451612904,0.27192752100840334,0.6513761467889908,0.5096153846153846,0.25,0.5,2,RandomForestClassifier,validation,,compas,0
0.36,0.2964102564102564,0.6703030303030303,0.6736111111111112,0.521505376344086,0.278673835125448,0.6564102564102564,0.36,0.39285714285714285,0.4166666666666667,3,CatBoostClassifier,validation,,compas,0
0.30434782608695654,0.2902467685076381,0.6468446601941747,0.6273885350318471,0.5309973045822103,0.3316579254079254,0.5945945945945946,0.4778761061946903,0.30434782608695654,0.3076923076923077,4,XGBClassifier,validation,,compas,0
0.375,0.3539719626168224,0.6929611650485437,0.6832298136645962,0.5929919137466307,0.3839996022275258,0.7289719626168224,0.40707964601769914,0.375,0.5,5,CatBoostClassifier,validation,,compas,0
0.3076923076923077,0.3621641516378359,0.7087378640776699,0.7391304347826086,0.5483870967741935,0.254842875591907,0.6698564593301436,0.41379310344827586,0.3076923076923077,0.38095238095238093,6,CatBoostClassifier,validation,,compas,0
0.2,0.21052631578947367,0.6553398058252428,0.7753623188405797,0.32973805855161786,0.15728030117211295,0.4105263157894737,0.20207253886010362,0.2826086956521739,0.2,0,,test,individual,compas,0
0.26424870466321243,0.14627761112626125,0.6532593619972261,0.7395498392282959,0.3543913713405239,0.13822554285667038,0.4105263157894737,0.26424870466321243,0.30434782608695654,0.3,1,,test,individual,compas,0
0.23333333333333334,0.22192982456140353,0.6171983356449375,0.6109839816933639,0.41140215716486905,0.19523999044814136,0.45526315789473687,0.35233160621761656,0.41304347826086957,0.23333333333333334,2,,test,individual,compas,0
0.13333333333333333,0.2666666666666667,0.6504854368932039,0.7695167286245354,0.3189522342064715,0.16975244766377456,0.4,0.21243523316062177,0.21739130434782608,0.13333333333333333,3,,test,individual,compas,0
0.23333333333333334,0.19298245614035087,0.6532593619972261,0.7237237237237237,0.3713405238828968,0.13342740368583075,0.4263157894736842,0.2849740932642487,0.3695652173913043,0.23333333333333334,4,,test,individual,compas,0
0.16666666666666666,0.21491228070175442,0.6504854368932039,0.7756653992395437,0.31432973805855163,0.15351428798853778,0.3815789473684211,0.21243523316062177,0.2826086956521739,0.16666666666666666,5,,test,individual,compas,0
0.16666666666666666,0.2175438596491228,0.6546463245492372,0.7937743190661478,0.31432973805855163,0.16257263392501792,0.38421052631578945,0.21761658031088082,0.2391304347826087,0.16666666666666666,6,,test,individual,compas,0
