min_recall,equal_opportunity,accuracy,precision,recall,demographic_parity,recall_group_African-American,recall_group_Caucasian,recall_group_Hispanic,recall_group_Other,model_type,num_members,training_time,der,der_group_African-American,der_group_Caucasian,der_group_Hispanic,der_group_Other,num_groups,iteration
0.20207253886010362,0.19529588219252797,0.6532593619972261,0.7728937728937729,0.325115562403698,0.15458772106303176,0.3973684210526316,0.20207253886010362,0.30434782608695654,0.23333333333333334,ensemble,7,7.63390116719529,0.29629629629629634,0.23184713375796176,0.16370808678500987,0.19259259259259257,0.18363273453093815,4,0
