min_recall,equal_opportunity,accuracy,precision,recall,demographic_parity,recall_group_African-American,recall_group_Caucasian,recall_group_Hispanic,recall_group_Other,model_type,num_members,training_time,der,der_group_African-American,der_group_Caucasian,der_group_Hispanic,der_group_Other,num_groups,iteration
0.20207253886010362,0.19529588219252797,0.6532593619972261,0.7728937728937729,0.325115562403698,0.15458772106303176,0.3973684210526316,0.20207253886010362,0.30434782608695654,0.23333333333333334,ensemble,7,7.5969559592194855,0.29629629629629634,0.23184713375796176,0.16370808678500987,0.19259259259259257,0.18363273453093815,4,0
0.08695652173913043,0.3183066361556064,0.6463245492371706,0.758364312267658,0.31432973805855163,0.22609826004496394,0.4052631578947368,0.21243523316062177,0.08695652173913043,0.16666666666666666,ensemble,7,7.965480041690171,0.31530307148681697,0.25861353258613534,0.1656957928802589,0.12354312354312355,0.1568627450980392,4,1
