min_recall,equal_opportunity,accuracy,precision,recall,demographic_parity,recall_group_African-American,recall_group_Caucasian,recall_group_Hispanic,recall_group_Other,threshold,iteration
1.0,0.0,0.4500693481276006,0.4500693481276006,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0
1.0,0.0,0.4507628294036061,0.45038167938931295,1.0,0.0020366598778004397,1.0,1.0,1.0,1.0,0.010101010101010102,0
1.0,0.0,0.4507628294036061,0.45038167938931295,1.0,0.0020366598778004397,1.0,1.0,1.0,1.0,0.020202020202020204,0
1.0,0.0,0.45145631067961167,0.45069444444444445,1.0,0.0117647058823529,1.0,1.0,1.0,1.0,0.030303030303030304,0
1.0,0.0,0.45145631067961167,0.45069444444444445,1.0,0.0117647058823529,1.0,1.0,1.0,1.0,0.04040404040404041,0
1.0,0.0,0.45145631067961167,0.45069444444444445,1.0,0.0117647058823529,1.0,1.0,1.0,1.0,0.05050505050505051,0
1.0,0.0,0.45284327323162277,0.4513212795549374,1.0,0.0117647058823529,1.0,1.0,1.0,1.0,0.06060606060606061,0
1.0,0.0,0.4535367545076283,0.4516353514265832,1.0,0.0117647058823529,1.0,1.0,1.0,1.0,0.07070707070707072,0
1.0,0.0,0.4549237170596394,0.4522648083623693,1.0,0.0117647058823529,1.0,1.0,1.0,1.0,0.08080808080808081,0
0.9666666666666667,0.033333333333333326,0.4563106796116505,0.4528301886792453,0.9984591679506933,0.02217623179176953,1.0,1.0,1.0,0.9666666666666667,0.09090909090909091,0
0.9666666666666667,0.033333333333333326,0.45700416088765605,0.4530812324929972,0.9969183359013868,0.03258775770118605,0.9973684210526316,1.0,1.0,0.9666666666666667,0.10101010101010102,0
0.9666666666666667,0.033333333333333326,0.4590846047156727,0.45384073291050037,0.9922958397534669,0.06517551540237199,0.9973684210526316,0.9844559585492227,1.0,0.9666666666666667,0.11111111111111112,0
0.9666666666666667,0.033333333333333326,0.46116504854368934,0.4548022598870056,0.9922958397534669,0.0887049271670779,0.9973684210526316,0.9844559585492227,1.0,0.9666666666666667,0.12121212121212122,0
0.9666666666666667,0.033333333333333326,0.4646324549237171,0.4562899786780384,0.9892141756548536,0.09505691315768527,0.9973684210526316,0.9740932642487047,1.0,0.9666666666666667,0.13131313131313133,0
0.9666666666666667,0.033333333333333326,0.470873786407767,0.45916905444126077,0.987673343605547,0.1407625567141606,0.9973684210526316,0.9689119170984456,1.0,0.9666666666666667,0.14141414141414144,0
0.9666666666666667,0.033333333333333326,0.4722607489597781,0.45971223021582736,0.9845916795069337,0.16023242856005737,0.9921052631578947,0.9689119170984456,1.0,0.9666666666666667,0.15151515151515152,0
0.9666666666666667,0.033333333333333326,0.47711511789181693,0.46198406951484433,0.9830508474576272,0.1810554803788903,0.9894736842105263,0.9689119170984456,1.0,0.9666666666666667,0.16161616161616163,0
0.9637305699481865,0.03626943005181349,0.4791955617198336,0.46271929824561403,0.975346687211094,0.19646581230597782,0.9789473684210527,0.9637305699481865,1.0,0.9666666666666667,0.17171717171717174,0
0.9533678756476683,0.04663212435233166,0.4972260748959778,0.47155688622754494,0.9707241910631741,0.2562286078166043,0.9763157894736842,0.9533678756476683,1.0,0.9666666666666667,0.18181818181818182,0
0.9481865284974094,0.051813471502590636,0.5166435506241331,0.4815950920245399,0.9676425269645609,0.2834036456260448,0.9736842105263158,0.9481865284974094,1.0,0.9666666666666667,0.19191919191919193,0
0.9378238341968912,0.04043703536832621,0.5242718446601942,0.48553557466770914,0.9568567026194145,0.30922550346254885,0.9631578947368421,0.9378238341968912,0.9782608695652174,0.9666666666666667,0.20202020202020204,0
0.9378238341968912,0.02884283246977548,0.5284327323162274,0.4877663772691397,0.9522342064714946,0.3038127835708032,0.9578947368421052,0.9378238341968912,0.9565217391304348,0.9666666666666667,0.21212121212121213,0
0.9130434782608695,0.036956521739130443,0.5374479889042996,0.4927302100161551,0.9399075500770416,0.3373398073708509,0.95,0.927461139896373,0.9130434782608695,0.9333333333333333,0.22222222222222224,0
0.9,0.04999999999999993,0.5436893203883495,0.4963205233033524,0.9352850539291218,0.35680967921674756,0.95,0.917098445595855,0.9130434782608695,0.9,0.23232323232323235,0
0.8333333333333334,0.11140350877192984,0.5533980582524272,0.5020955574182733,0.9229583975346687,0.40345458887208474,0.9447368421052632,0.9015544041450777,0.8913043478260869,0.8333333333333334,0.24242424242424243,0
0.8333333333333334,0.10087719298245612,0.5617198335644937,0.5072961373390558,0.9106317411402157,0.3899227891427207,0.9342105263157895,0.8808290155440415,0.8913043478260869,0.8333333333333334,0.25252525252525254,0
0.8,0.12368421052631573,0.5755894590846047,0.5163283318623124,0.901386748844376,0.3868025153227732,0.9236842105263158,0.8756476683937824,0.8913043478260869,0.8,0.26262626262626265,0
0.7666666666666667,0.15438596491228063,0.5846047156726768,0.5227272727272727,0.8859784283513097,0.4320942450051739,0.9210526315789473,0.8341968911917098,0.8913043478260869,0.7666666666666667,0.27272727272727276,0
0.7666666666666667,0.1517543859649122,0.5922330097087378,0.5282146160962072,0.8798151001540832,0.42126880522168275,0.9184210526315789,0.8238341968911918,0.8695652173913043,0.7666666666666667,0.2828282828282829,0
0.7333333333333333,0.1719298245614036,0.5943134535367545,0.5304182509505704,0.8597842835130971,0.4181485314017353,0.9052631578947369,0.7927461139896373,0.8478260869565217,0.7333333333333333,0.29292929292929293,0
0.7333333333333333,0.16666666666666674,0.6061026352288488,0.5396669931439765,0.8489984591679507,0.4019103717264984,0.9,0.772020725388601,0.8260869565217391,0.7333333333333333,0.30303030303030304,0
