min_recall,equal_opportunity,accuracy,precision,recall,demographic_parity,recall_group_African-American,recall_group_Caucasian,recall_group_Hispanic,recall_group_Other,member,model_name,split,model_type,dataset,iteration
0.36585365853658536,0.2562199200587324,0.6571428571428571,0.6484560570071259,0.5239923224568138,0.24108489019993443,0.6220735785953178,0.3741935483870968,0.36585365853658536,0.5384615384615384,0,XGBClassifier,validation,,compas,1
0.3939393939393939,0.26822276822276825,0.6562770562770562,0.6347826086956522,0.5604606525911708,0.22742747877996455,0.6621621621621622,0.43037974683544306,0.3939393939393939,0.4411764705882353,1,RandomForestClassifier,validation,,compas,1
0.47058823529411764,0.20715262849325777,0.7045060658578857,0.7029478458049887,0.5961538461538461,0.21905523504883756,0.6777408637873754,0.47368421052631576,0.52,0.47058823529411764,2,CatBoostClassifier,validation,,compas,1
0.35294117647058826,0.2842827982928187,0.6464471403812825,0.6191489361702127,0.5596153846153846,0.24581437279986268,0.637223974763407,0.44370860927152317,0.45714285714285713,0.35294117647058826,3,XGBClassifier,validation,,compas,1
0.4012738853503185,0.2513235172470841,0.669844020797227,0.6590389016018307,0.5538461538461539,0.28140136809022,0.6525974025974026,0.4012738853503185,0.4074074074074074,0.4642857142857143,4,CatBoostClassifier,validation,,compas,1
0.15217391304347827,0.23993135011441646,0.628987517337032,0.6925675675675675,0.31587057010785824,0.14842262208246404,0.39210526315789473,0.21243523316062177,0.15217391304347827,0.26666666666666666,0,,test,individual,compas,1
0.1,0.2868421052631579,0.628987517337032,0.708029197080292,0.29892141756548535,0.19369577330255516,0.3868421052631579,0.20207253886010362,0.10869565217391304,0.1,1,,test,individual,compas,1
0.043478260869565216,0.34073226544622426,0.6484049930651873,0.7862903225806451,0.300462249614792,0.228069427722076,0.38421052631578945,0.21243523316062177,0.043478260869565216,0.2,2,,test,individual,compas,1
0.13043478260869565,0.2721967963386728,0.6359223300970874,0.7123287671232876,0.3204930662557781,0.19349408116948846,0.4026315789473684,0.21761658031088082,0.13043478260869565,0.23333333333333334,3,,test,individual,compas,1
0.08695652173913043,0.3130434782608696,0.651872399445215,0.7859922178988327,0.31124807395993837,0.2323740317304721,0.4,0.20725388601036268,0.08695652173913043,0.2,4,,test,individual,compas,1
