min_recall,equal_opportunity,accuracy,precision,recall,demographic_parity,recall_group_ Amer-Indian-Eskimo,recall_group_ Asian-Pac-Islander,recall_group_ Black,recall_group_ Other,recall_group_ White,model_type,num_members,training_time,der,der_group_ Amer-Indian-Eskimo,der_group_ Asian-Pac-Islander,der_group_ Black,der_group_ Other,der_group_ White,grouping,description,num_groups
0.6363636363636364,0.36363636363636365,0.7892096642096642,0.5343889163780307,0.9242618741976893,0.24258608422576333,0.6363636363636364,0.8902439024390244,0.8849557522123894,1.0,0.9288071664309288,ensemble,5,167.6612481251359,0.6213710661136862,0.42857142857142855,0.8444444444444443,0.7936507936507936,2.0000000000000004,0.8556701030927837,original,Original 5 ethnicity groups,5
