min_recall,equal_opportunity,accuracy,precision,recall,demographic_parity,recall_group_African-American,recall_group_Asian,recall_group_Caucasian,recall_group_Hispanic,recall_group_Native American,recall_group_Other,model_type,num_members,training_time,der,der_group_African-American,der_group_Asian,der_group_Caucasian,der_group_Hispanic,der_group_Native American,der_group_Other,num_groups,iteration
0.5925925925925926,0.40740740740740744,0.6177285318559557,0.5580568720379147,0.7246153846153847,0.3484251968503937,0.7894736842105263,1.0,0.6373056994818653,0.6086956521739131,1.0,0.5925925925925926,ensemble,3,26.662847874686122,0.4735905044510387,0.6406250000000001,0,0.47342995169082125,0.4827586206896551,0,0.5714285714285714,6,0
