min_recall,equal_opportunity,accuracy,precision,recall,demographic_parity,recall_group_ Amer-Indian-Eskimo,recall_group_ Asian-Pac-Islander,recall_group_ Black,recall_group_ Other,recall_group_ White,member,split,model_type,dataset,iteration
0.4444444444444444,0.2698412698412699,0.8632117722328855,0.746158574062692,0.6491978609625668,0.1882163742690059,0.4444444444444444,0.65625,0.5301204819277109,0.7142857142857143,0.655536028119508,0,validation,,adult,2
0.5,0.25,0.8511836212412028,0.7224669603524229,0.613903743315508,0.1844262295081967,0.5,0.5833333333333334,0.5113636363636364,0.75,0.6207302709069493,1,validation,,adult,2
0.38461538461538464,0.24466442648260828,0.8643634037108126,0.7664473684210527,0.6229946524064172,0.12252362341588799,0.38461538461538464,0.5957446808510638,0.5882352941176471,0.42857142857142855,0.6292798110979929,2,validation,,adult,2
0.36363636363636365,0.4363636363636364,0.8563019833653231,0.7414350355526826,0.6133689839572193,0.18789473684210525,0.36363636363636365,0.6301369863013698,0.6086956521739131,0.8,0.6139727649496743,3,validation,,adult,2
0.3,0.7,0.8768876375735859,0.7833957553058677,0.6711229946524064,0.22175454142667259,1.0,0.704225352112676,0.5227272727272727,0.3,0.6790341578327445,4,validation,,adult,2
0.45132743362831856,0.2486725663716814,0.8696764946764947,0.8694444444444445,0.535729567821994,0.1003517665561984,0.45454545454545453,0.5365853658536586,0.45132743362831856,0.7,0.5398396982555398,0,test,individual,adult,2
0.36363636363636365,0.13636363636363635,0.8569819819819819,0.844574780058651,0.49293966623876767,0.10141377379619262,0.36363636363636365,0.5,0.4336283185840708,0.5,0.49646393210749645,1,test,individual,adult,2
0.36363636363636365,0.23636363636363633,0.8671171171171171,0.8655876143560872,0.5263157894736842,0.11381654031140456,0.36363636363636365,0.524390243902439,0.45132743362831856,0.6,0.5308816595945309,2,test,individual,adult,2
0.36363636363636365,0.13636363636363635,0.8537059787059788,0.8423831070889894,0.47796320068463843,0.09312077117469636,0.36363636363636365,0.43902439024390244,0.415929203539823,0.5,0.48326261197548326,3,test,individual,adult,2
0.36363636363636365,0.18514412416851445,0.8662981162981163,0.8684774839170837,0.5198973042362003,0.12520996640537513,0.36363636363636365,0.5487804878048781,0.4424778761061947,0.5,0.5238095238095238,4,test,individual,adult,2
