min_recall,equal_opportunity,accuracy,precision,recall,demographic_parity,recall_group_African-American,recall_group_Asian,recall_group_Caucasian,recall_group_Hispanic,recall_group_Native American,recall_group_Other,model_type,num_members,training_time,der,der_group_African-American,der_group_Asian,der_group_Caucasian,der_group_Hispanic,der_group_Native American,der_group_Other,num_groups,iteration
0.34782608695652173,0.6521739130434783,0.6371191135734072,0.595166163141994,0.6061538461538462,0.31723013649004295,0.6763157894736842,1.0,0.5544041450777202,0.34782608695652173,0.5,0.4074074074074074,ensemble,2,33.29876545909792,0.669051878354204,0.911242603550296,0,0.7301587301587301,0.8571428571428572,2.0,0.9090909090909091,6,0
