min_recall,equal_opportunity,accuracy,precision,recall,demographic_parity,threshold
0.9537037037037037,0.01753627743726749,0.709049959049959,0.44987095493349216,0.9696191698759092,0.20002719332424185,0.787878787878788
0.9444444444444444,0.022080779506522097,0.7253276003276004,0.4643592913061393,0.9644843816859221,0.20041682901487112,0.797979797979798
0.9398148148148148,0.022938603384147993,0.7402743652743653,0.47867803837953093,0.9606332905434317,0.19895163646990066,0.8080808080808082
0.9305555555555556,0.026068678296401027,0.7492833742833743,0.4877515310586177,0.9542148053059478,0.20134221378011558,0.8181818181818182
0.9120370370370371,0.04081539106291576,0.7563472563472563,0.49519982138870283,0.9490800171159607,0.2009444606792649,0.8282828282828284
0.9027777777777778,0.04347399025616849,0.7636158886158886,0.503199268738574,0.9422336328626444,0.19934938957075138,0.8383838383838385
0.8935185185185185,0.047547016606422576,0.7719082719082719,0.51276645584446,0.936670945656825,0.19975323072926815,0.8484848484848485
0.8935185185185185,0.04094635654041601,0.7777436527436528,0.5198374760994264,0.9306803594351734,0.19453170660432495,0.8585858585858587
0.8888888888888888,0.04038975326104044,0.7868550368550369,0.5313190862196021,0.9255455712451861,0.1925652639781804,0.8686868686868687
0.8657407407407407,0.05788019278118295,0.7922809172809173,0.5386546184738956,0.9182712879760376,0.19453779466199103,0.8787878787878789
0.8518518518518519,0.06658284876106657,0.798013923013923,0.5466666666666666,0.9122807017543859,0.19191384180790957,0.888888888888889
0.8518518518518519,0.06186809157106188,0.8031326781326781,0.554046997389034,0.9080017115960634,0.18766234820442887,0.8989898989898991
0.8379629629629629,0.06962779611294467,0.805999180999181,0.5586206896551724,0.9011553273427471,0.18460817260861098,0.9090909090909092
0.8333333333333334,0.06859971711456858,0.8117321867321867,0.5675162689804772,0.8955926401369276,0.18057179037599846,0.9191919191919192
0.8240740740740741,0.07267274346482266,0.8162366912366913,0.5749032614704257,0.8900299529311082,0.17879813624261315,0.9292929292929294
0.8101851851851852,0.08326130232070816,0.8211506961506961,0.5830985915492958,0.8857509627727856,0.17808989220079224,0.9393939393939394
0.8009259259259259,0.0835625229189586,0.8246314496314496,0.5898100172711571,0.8767650834403081,0.1764237937528411,0.9494949494949496
0.7870370370370371,0.08990780030383982,0.827088452088452,0.5949589683470106,0.8686350021394951,0.17478204753555426,0.9595959595959597
0.7824074074074074,0.09076562418146572,0.8304668304668305,0.6013091341862541,0.8647839109970047,0.17197951165660105,0.9696969696969697
0.7592592592592593,0.10825606370160823,0.8338452088452089,0.6083788706739527,0.8575096277278562,0.17469478537567376,0.9797979797979799
0.7546296296296297,0.10392765467022891,0.8363022113022113,0.6142414860681115,0.848951647411211,0.17281357555685434,0.98989898989899
0.7453703703703703,0.1056433024254807,0.8383497133497133,0.6194076874606175,0.8412494651262302,0.1685864341840379,1.0
