min_recall,equal_opportunity,accuracy,precision,recall,demographic_parity,recall_group_African-American,recall_group_Asian,recall_group_Caucasian,recall_group_Hispanic,recall_group_Native American,recall_group_Other,threshold,iteration
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.30303030303030304,0
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.31313131313131315,0
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32323232323232326,0
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33333333333333337,0
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3434343434343435,0
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3535353535353536,0
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.36363636363636365,0
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.37373737373737376,0
0.9782608695652174,0.021739130434782594,0.44806094182825484,0.44892286309937457,0.9938461538461538,0.015748031496062964,0.9947368421052631,1.0,0.9948186528497409,0.9782608695652174,1.0,1.0,0.38383838383838387,0
0.9565217391304348,0.04347826086956519,0.4487534626038781,0.4491643454038997,0.9923076923076923,0.1428571428571429,0.9947368421052631,1.0,0.9948186528497409,0.9565217391304348,1.0,1.0,0.393939393939394,0
0.9565217391304348,0.04347826086956519,0.45290858725761773,0.45098039215686275,0.9907692307692307,0.1428571428571429,0.9947368421052631,1.0,0.9896373056994818,0.9565217391304348,1.0,1.0,0.4040404040404041,0
0.9347826086956522,0.06521739130434778,0.45290858725761773,0.4508426966292135,0.9876923076923076,0.1428571428571429,0.9947368421052631,1.0,0.9896373056994818,0.9347826086956522,1.0,0.9629629629629629,0.4141414141414142,0
0.9130434782608695,0.08695652173913049,0.45637119113573404,0.45222929936305734,0.9830769230769231,0.1428571428571429,0.9894736842105263,1.0,0.9896373056994818,0.9130434782608695,1.0,0.9629629629629629,0.42424242424242425,0
0.9130434782608695,0.08695652173913049,0.45706371191135736,0.45254957507082155,0.9830769230769231,0.1428571428571429,0.9894736842105263,1.0,0.9896373056994818,0.9130434782608695,1.0,0.9629629629629629,0.43434343434343436,0
0.9130434782608695,0.08695652173913049,0.45914127423822715,0.45351312987934705,0.9830769230769231,0.1428571428571429,0.9894736842105263,1.0,0.9896373056994818,0.9130434782608695,1.0,0.9629629629629629,0.4444444444444445,0
0.8913043478260869,0.10869565217391308,0.4626038781163435,0.45493562231759654,0.9784615384615385,0.1428571428571429,0.9868421052631579,1.0,0.9844559585492227,0.8913043478260869,1.0,0.9629629629629629,0.4545454545454546,0
0.8695652173913043,0.13043478260869568,0.46537396121883656,0.45605187319884727,0.9738461538461538,0.1428571428571429,0.9842105263157894,1.0,0.9792746113989638,0.8695652173913043,1.0,0.9629629629629629,0.4646464646464647,0
0.8695652173913043,0.13043478260869568,0.4695290858725762,0.4579100145137881,0.9707692307692307,0.22834912043301758,0.9815789473684211,1.0,0.9792746113989638,0.8695652173913043,1.0,0.9259259259259259,0.4747474747474748,0
0.8695652173913043,0.13043478260869568,0.47229916897506924,0.4588839941262849,0.9615384615384616,0.2269959404600812,0.9789473684210527,1.0,0.9533678756476683,0.8695652173913043,1.0,0.9259259259259259,0.48484848484848486,0
0.782608695652174,0.21739130434782605,0.4840720221606648,0.4643660915228807,0.9523076923076923,0.22293640054127195,0.9763157894736842,1.0,0.9481865284974094,0.782608695652174,1.0,0.9259259259259259,0.494949494949495,0
0.782608695652174,0.21739130434782605,0.4868421052631579,0.46539923954372625,0.9415384615384615,0.2121109607577808,0.9631578947368421,1.0,0.9378238341968912,0.782608695652174,1.0,0.9259259259259259,0.5050505050505051,0
0.782608695652174,0.21739130434782605,0.49584487534626037,0.4697204968944099,0.9307692307692308,0.26707499465850004,0.9578947368421052,1.0,0.9222797927461139,0.782608695652174,1.0,0.8518518518518519,0.5151515151515152,0
0.7608695652173914,0.23913043478260865,0.5055401662049861,0.4747634069400631,0.9261538461538461,0.34196282316074356,0.9552631578947368,1.0,0.9222797927461139,0.7608695652173914,1.0,0.8148148148148148,0.5252525252525253,0
0.7608695652173914,0.23913043478260865,0.510387811634349,0.4772545889864326,0.92,0.32707784345844315,0.9473684210526315,1.0,0.917098445595855,0.7608695652173914,1.0,0.8148148148148148,0.5353535353535354,0
0.7608695652173914,0.23913043478260865,0.5131578947368421,0.4786806114239743,0.9153846153846154,0.3216651235666975,0.9394736842105263,1.0,0.917098445595855,0.7608695652173914,1.0,0.8148148148148148,0.5454545454545455,0
0.7608695652173914,0.23913043478260865,0.5131578947368421,0.47843775427176566,0.9046153846153846,0.3148992237020155,0.9289473684210526,1.0,0.9015544041450777,0.7608695652173914,1.0,0.8148148148148148,0.5555555555555556,0
0.7391304347826086,0.26086956521739135,0.5193905817174516,0.4818181818181818,0.8969230769230769,0.322644398547112,0.9236842105263158,1.0,0.8963730569948186,0.7391304347826086,1.0,0.7777777777777778,0.5656565656565657,0
0.6956521739130435,0.30434782608695654,0.5263157894736842,0.48554421768707484,0.8784615384615385,0.3147262207920898,0.9157894736842105,1.0,0.8601036269430051,0.6956521739130435,1.0,0.7777777777777778,0.5757575757575758,0
0.6956521739130435,0.30434782608695654,0.5325484764542936,0.48912097476066146,0.8646153846153846,0.3168577736628445,0.9105263157894737,1.0,0.8290155440414507,0.6956521739130435,1.0,0.7407407407407407,0.5858585858585859,0
0.6956521739130435,0.30434782608695654,0.5450138504155124,0.4968833481745325,0.8584615384615385,0.3097179688056406,0.9052631578947369,1.0,0.8186528497409327,0.6956521739130435,1.0,0.7407407407407407,0.595959595959596,0
0.6521739130434783,0.34782608695652173,0.5595567867036011,0.5064102564102564,0.8507692307692307,0.3422906033904084,0.9026315789473685,1.0,0.8082901554404145,0.6521739130434783,1.0,0.7407407407407407,0.6060606060606061,0
0.6521739130434783,0.34782608695652173,0.5609418282548476,0.5075046904315197,0.8323076923076923,0.31658018390461684,0.8763157894736842,1.0,0.7979274611398963,0.6521739130434783,1.0,0.7407407407407407,0.6161616161616162,0
0.6304347826086957,0.3695652173913043,0.5664819944598338,0.5114942528735632,0.8215384615384616,0.30686286000447516,0.8631578947368421,1.0,0.7927461139896373,0.6304347826086957,1.0,0.7407407407407407,0.6262626262626263,0
0.6304347826086957,0.3695652173913043,0.5734072022160664,0.5166666666666667,0.8107692307692308,0.29333106027511113,0.8552631578947368,1.0,0.772020725388601,0.6304347826086957,1.0,0.7407407407407407,0.6363636363636365,0
0.6086956521739131,0.3913043478260869,0.5872576177285319,0.5273833671399595,0.8,0.3083438995024133,0.8473684210526315,1.0,0.7616580310880829,0.6086956521739131,1.0,0.7037037037037037,0.6464646464646465,0
0.5869565217391305,0.4130434782608695,0.5886426592797784,0.5292275574112735,0.78,0.33462207616470135,0.8342105263157895,1.0,0.7253886010362695,0.5869565217391305,1.0,0.7037037037037037,0.6565656565656566,0
0.5652173913043478,0.4347826086956522,0.5858725761772853,0.5276595744680851,0.7630769230769231,0.32142857142857145,0.8131578947368421,1.0,0.7150259067357513,0.5652173913043478,1.0,0.7037037037037037,0.6666666666666667,0
0.5652173913043478,0.4347826086956522,0.5851800554016621,0.5276273022751896,0.7492307692307693,0.32142857142857145,0.8052631578947368,1.0,0.6839378238341969,0.5652173913043478,1.0,0.7037037037037037,0.6767676767676768,0
0.5652173913043478,0.4347826086956522,0.5907202216066482,0.5326688815060908,0.74,0.32142857142857145,0.7973684210526316,1.0,0.6683937823834197,0.5652173913043478,1.0,0.7037037037037037,0.686868686868687,0
0.5434782608695652,0.4565217391304348,0.5955678670360111,0.5375,0.7276923076923076,0.33267716535433073,0.7842105263157895,1.0,0.6580310880829016,0.5434782608695652,1.0,0.7037037037037037,0.696969696969697,0
0.5,0.5,0.6011080332409973,0.5434272300469484,0.7123076923076923,0.3484251968503937,0.7736842105263158,1.0,0.6424870466321243,0.5,1.0,0.6666666666666666,0.7070707070707072,0
0.5,0.5,0.5969529085872576,0.5408653846153846,0.6923076923076923,0.2693573993372615,0.7526315789473684,1.0,0.6217616580310881,0.5,0.5,0.6666666666666666,0.7171717171717172,0
0.5,0.5,0.5983379501385041,0.5432098765432098,0.676923076923077,0.26911233524767453,0.7447368421052631,1.0,0.5906735751295337,0.5,0.5,0.6296296296296297,0.7272727272727273,0
0.5,0.5,0.6045706371191135,0.5504469987228607,0.6630769230769231,0.26456266714969157,0.7315789473684211,1.0,0.5699481865284974,0.5,0.5,0.6296296296296297,0.7373737373737375,0
0.4782608695652174,0.5217391304347826,0.6142659279778393,0.5617529880478087,0.6507692307692308,0.26001299905170855,0.7236842105263158,1.0,0.5492227979274611,0.4782608695652174,0.5,0.6296296296296297,0.7474747474747475,0
0.45652173913043476,0.5434782608695652,0.6198060941828255,0.5688949522510232,0.6415384615384615,0.2673968866205662,0.7131578947368421,1.0,0.5440414507772021,0.45652173913043476,0.5,0.6296296296296297,0.7575757575757577,0
0.45652173913043476,0.5434782608695652,0.6295013850415513,0.5813295615275813,0.6323076923076923,0.2826547899374554,0.7026315789473684,1.0,0.533678756476684,0.45652173913043476,0.5,0.6296296296296297,0.7676767676767677,0
0.45652173913043476,0.5434782608695652,0.6343490304709142,0.5878962536023055,0.6276923076923077,0.28240972584786844,0.6973684210526315,1.0,0.5284974093264249,0.45652173913043476,0.5,0.6296296296296297,0.7777777777777778,0
0.45652173913043476,0.5434782608695652,0.6426592797783933,0.599406528189911,0.6215384615384615,0.2781051218394724,0.6921052631578948,1.0,0.5181347150259067,0.45652173913043476,0.5,0.6296296296296297,0.787878787878788,0
0.45652173913043476,0.5434782608695652,0.6419667590027701,0.6034214618973561,0.5969230769230769,0.28856562922868745,0.6736842105263158,1.0,0.47668393782383417,0.45652173913043476,0.5,0.5925925925925926,0.797979797979798,0
0.41304347826086957,0.5869565217391304,0.6412742382271468,0.6067961165048543,0.5769230769230769,0.2750338294993234,0.6605263157894737,1.0,0.44559585492227977,0.41304347826086957,0.5,0.5925925925925926,0.8080808080808082,0
0.391304347826087,0.6086956521739131,0.6475069252077562,0.6176961602671118,0.5692307692307692,0.2687607215539194,0.6526315789473685,1.0,0.44041450777202074,0.391304347826087,0.5,0.5925925925925926,0.8181818181818182,0
0.3695652173913043,0.6304347826086957,0.649584487534626,0.6241379310344828,0.556923076923077,0.26310293757258696,0.6394736842105263,1.0,0.43005181347150256,0.3695652173913043,0.5,0.5925925925925926,0.8282828282828284,0
0.3695652173913043,0.6304347826086957,0.6523545706371191,0.6330935251798561,0.5415384615384615,0.2495711378432229,0.6289473684210526,1.0,0.40414507772020725,0.3695652173913043,0.5,0.5555555555555556,0.8383838383838385,0
0.3695652173913043,0.6304347826086957,0.6516620498614959,0.6358595194085028,0.5292307692307693,0.23739251808679532,0.6105263157894737,1.0,0.39896373056994816,0.3695652173913043,0.5,0.5555555555555556,0.8484848484848485,0
0.3695652173913043,0.6304347826086957,0.6523545706371191,0.6423076923076924,0.5138461538461538,0.22902837415958996,0.5947368421052631,1.0,0.37823834196891193,0.3695652173913043,0.5,0.5555555555555556,0.8585858585858587,0
0.3695652173913043,0.6304347826086957,0.657202216066482,0.6528599605522682,0.5092307692307693,0.21684975440316237,0.5894736842105263,1.0,0.37823834196891193,0.3695652173913043,0.5,0.5185185185185185,0.8686868686868687,0
0.32608695652173914,0.6739130434782609,0.6565096952908587,0.6565040650406504,0.4969230769230769,0.23235272180963848,0.5815789473684211,1.0,0.3626943005181347,0.32608695652173914,0.5,0.5185185185185185,0.8787878787878789,0
0.32608695652173914,0.2528604118993135,0.6537396121883656,0.6556016597510373,0.48615384615384616,0.22829318189082928,0.5789473684210527,0.5,0.34196891191709844,0.32608695652173914,0.5,0.48148148148148145,0.888888888888889,0
0.2826086956521739,0.2700228832951946,0.6502770083102493,0.6579520697167756,0.4646153846153846,0.22891116959500496,0.5526315789473685,0.5,0.33678756476683935,0.2826086956521739,0.5,0.4444444444444444,0.8989898989898991,0
0.2826086956521739,0.24633867276887872,0.6502770083102493,0.6666666666666666,0.4461538461538462,0.24550550937560411,0.5289473684210526,0.5,0.32124352331606215,0.2826086956521739,0.5,0.4444444444444444,0.9090909090909092,0
0.2826086956521739,0.2437070938215103,0.6530470914127424,0.6744730679156908,0.4430769230769231,0.24144596945679492,0.5263157894736842,0.5,0.3160621761658031,0.2826086956521739,0.5,0.4444444444444444,0.9191919191919192,0
0.2826086956521739,0.23318077803203668,0.6502770083102493,0.6730310262529833,0.4338461538461538,0.2346800695921129,0.5157894736842106,0.5,0.31088082901554404,0.2826086956521739,0.5,0.4074074074074074,0.9292929292929294,0
0.2826086956521739,0.22002288329519454,0.6475069252077562,0.674937965260546,0.41846153846153844,0.2238546298086217,0.5026315789473684,0.5,0.29533678756476683,0.2826086956521739,0.5,0.3333333333333333,0.9393939393939394,0
0.25925925925925924,0.24074074074074076,0.6440443213296398,0.673469387755102,0.40615384615384614,0.2157355499710033,0.48947368421052634,0.5,0.29015544041450775,0.2826086956521739,0.5,0.25925925925925924,0.9494949494949496,0
0.25925925925925924,0.24074074074074076,0.6454293628808865,0.6835106382978723,0.3953846153846154,0.20355693021457572,0.4789473684210526,0.5,0.27461139896373055,0.2826086956521739,0.5,0.25925925925925924,0.9595959595959597,0
0.2222222222222222,0.2777777777777778,0.6433518005540166,0.684931506849315,0.38461538461538464,0.2080692258386155,0.47368421052631576,0.5,0.2538860103626943,0.2826086956521739,0.5,0.2222222222222222,0.9696969696969697,0
0.2222222222222222,0.2777777777777778,0.6398891966759003,0.6857142857142857,0.36923076923076925,0.19453742610925148,0.45526315789473687,0.5,0.23834196891191708,0.2826086956521739,0.5,0.2222222222222222,0.9797979797979799,0
0.18518518518518517,0.3148148148148148,0.6357340720221607,0.6867469879518072,0.3507692307692308,0.19010398119792038,0.4342105263157895,0.5,0.22797927461139897,0.2608695652173913,0.5,0.18518518518518517,0.98989898989899,0
0.18518518518518517,0.3148148148148148,0.639196675900277,0.7034700315457413,0.34307692307692306,0.1765721814685564,0.4236842105263158,0.5,0.22279792746113988,0.2608695652173913,0.5,0.18518518518518517,1.0,0
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.010101010101010102,1
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.020202020202020204,1
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.030303030303030304,1
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04040404040404041,1
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05050505050505051,1
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06060606060606061,1
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07070707070707072,1
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08080808080808081,1
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09090909090909091,1
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10101010101010102,1
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11111111111111112,1
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12121212121212122,1
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13131313131313133,1
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14141414141414144,1
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15151515151515152,1
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16161616161616163,1
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17171717171717174,1
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18181818181818182,1
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19191919191919193,1
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.20202020202020204,1
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.21212121212121213,1
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.22222222222222224,1
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.23232323232323235,1
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24242424242424243,1
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25252525252525254,1
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.26262626262626265,1
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.27272727272727276,1
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2828282828282829,1
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.29292929292929293,1
1.0,0.0,0.45013850415512463,0.45013850415512463,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.30303030303030304,1
1.0,0.0,0.45083102493074795,0.45045045045045046,1.0,0.0013531799729363803,1.0,1.0,1.0,1.0,1.0,1.0,0.31313131313131315,1
0.9896373056994818,0.010362694300518172,0.45221606648199447,0.4509394572025052,0.9969230769230769,0.03947368421052633,1.0,1.0,0.9896373056994818,1.0,1.0,1.0,0.32323232323232326,1
0.9896373056994818,0.010362694300518172,0.45706371191135736,0.4530812324929972,0.9953846153846154,0.11842105263157898,0.9973684210526316,1.0,0.9896373056994818,1.0,1.0,1.0,0.33333333333333337,1
0.9896373056994818,0.010362694300518172,0.45914127423822715,0.45403508771929824,0.9953846153846154,0.13157894736842102,0.9973684210526316,1.0,0.9896373056994818,1.0,1.0,1.0,0.3434343434343435,1
0.9896373056994818,0.010362694300518172,0.4598337950138504,0.45422535211267606,0.9923076923076923,0.13157894736842102,0.9921052631578947,1.0,0.9896373056994818,1.0,1.0,1.0,0.3535353535353536,1
0.9782608695652174,0.021739130434782594,0.46121883656509693,0.4548022598870056,0.9907692307692307,0.13157894736842102,0.9921052631578947,1.0,0.9896373056994818,0.9782608695652174,1.0,1.0,0.36363636363636365,1
0.9782608695652174,0.021739130434782594,0.4660664819944598,0.45693950177935944,0.9876923076923076,0.1578947368421053,0.9921052631578947,1.0,0.9792746113989638,0.9782608695652174,1.0,1.0,0.37373737373737376,1
0.9782608695652174,0.021739130434782594,0.46883656509695293,0.4582441113490364,0.9876923076923076,0.1842105263157895,0.9921052631578947,1.0,0.9792746113989638,0.9782608695652174,1.0,1.0,0.38383838383838387,1
0.9782608695652174,0.021739130434782594,0.47368421052631576,0.460545193687231,0.9876923076923076,0.19736842105263153,0.9921052631578947,1.0,0.9792746113989638,0.9782608695652174,1.0,1.0,0.393939393939394,1
0.9782608695652174,0.021739130434782594,0.4778393351800554,0.4624819624819625,0.9861538461538462,0.21052631578947367,0.9894736842105263,1.0,0.9792746113989638,0.9782608695652174,1.0,1.0,0.4040404040404041,1
0.9782608695652174,0.021739130434782594,0.48476454293628807,0.46584302325581395,0.9861538461538462,0.26315789473684215,0.9894736842105263,1.0,0.9792746113989638,0.9782608695652174,1.0,1.0,0.4141414141414142,1
0.9782608695652174,0.021739130434782594,0.4951523545706371,0.470891672807664,0.9830769230769231,0.3421052631578947,0.9842105263157894,1.0,0.9792746113989638,0.9782608695652174,1.0,1.0,0.42424242424242425,1
0.9565217391304348,0.04347826086956519,0.4979224376731302,0.4721189591078067,0.9769230769230769,0.35526315789473684,0.9842105263157894,1.0,0.9637305699481865,0.9565217391304348,1.0,1.0,0.43434343434343436,1
0.9565217391304348,0.04347826086956519,0.5062326869806094,0.4762979683972912,0.9738461538461538,0.34910262801794745,0.9789473684210527,1.0,0.9637305699481865,0.9565217391304348,1.0,1.0,0.4444444444444445,1
0.9533678756476683,0.04663212435233166,0.5076177285318559,0.47687642153146326,0.9676923076923077,0.35684780286304396,0.9736842105263158,1.0,0.9533678756476683,0.9565217391304348,1.0,1.0,0.4545454545454546,1
0.9015544041450777,0.0984455958549223,0.5076177285318559,0.47641144624903325,0.9476923076923077,0.3645929777081405,0.968421052631579,1.0,0.9015544041450777,0.9347826086956522,1.0,1.0,0.4646464646464647,1
0.8860103626943006,0.11398963730569944,0.5124653739612188,0.47890625,0.943076923076923,0.36053343778933133,0.968421052631579,1.0,0.8860103626943006,0.9347826086956522,1.0,1.0,0.4747474747474748,1
0.8860103626943006,0.11398963730569944,0.5186980609418282,0.48212867355043687,0.9338461538461539,0.39324122213517554,0.9631578947368421,1.0,0.8860103626943006,0.9130434782608695,1.0,0.8888888888888888,0.48484848484848486,1
0.8756476683937824,0.12435233160621761,0.5311634349030471,0.4890864995957963,0.9307692307692308,0.4377537212449256,0.9631578947368421,1.0,0.8756476683937824,0.9130434782608695,1.0,0.8888888888888888,0.494949494949495,1
0.844559585492228,0.15544041450777202,0.53601108033241,0.49173553719008267,0.9153846153846154,0.42828146143437074,0.9605263157894737,1.0,0.844559585492228,0.8695652173913043,1.0,0.8518518518518519,0.5050505050505051,1
0.8341968911917098,0.1658031088082902,0.546398891966759,0.4978902953586498,0.9076923076923077,0.41880920162381596,0.9552631578947368,1.0,0.8341968911917098,0.8478260869565217,1.0,0.8518518518518519,0.5151515151515152,1
0.5,0.5,0.5519390581717452,0.5012942191544435,0.8938461538461538,0.482118693214769,0.9526315789473684,0.5,0.8031088082901554,0.8260869565217391,1.0,0.8518518518518519,0.5252525252525253,1
0.5,0.5,0.5560941828254847,0.5039439088518843,0.8846153846153846,0.4767059733230234,0.95,0.5,0.7772020725388601,0.8260869565217391,1.0,0.8518518518518519,0.5353535353535354,1
0.5,0.5,0.5630193905817175,0.5085201793721973,0.8723076923076923,0.46452735356659586,0.9421052631578948,0.5,0.7512953367875648,0.8260869565217391,1.0,0.8518518518518519,0.5454545454545455,1
