min_recall,equal_opportunity,accuracy,precision,recall,demographic_parity,recall_group_African-American,recall_group_Caucasian,recall_group_Hispanic,recall_group_Other,model_type,num_members,training_time,der,der_group_African-American,der_group_Caucasian,der_group_Hispanic,der_group_Other,num_groups,iteration
0.22279792746113988,0.19299154622307066,0.6497919556171984,0.7448979591836735,0.337442218798151,0.16876166118688488,0.41578947368421054,0.22279792746113988,0.2391304347826087,0.23333333333333334,ensemble,5,6.991523999720812,0.346876197776926,0.2724820143884892,0.18672199170124482,0.19753086419753083,0.2743362831858407,4,0
