min_recall,equal_opportunity,accuracy,precision,recall,demographic_parity,recall_group_African-American,recall_group_Caucasian,recall_group_Hispanic,recall_group_Other,model_type,num_members,training_time,der,der_group_African-American,der_group_Caucasian,der_group_Hispanic,der_group_Other,num_groups,iteration
0.23333333333333334,0.1824561403508772,0.6490984743411928,0.7328990228013029,0.34668721109399075,0.16060124183889163,0.41578947368421054,0.23834196891191708,0.30434782608695654,0.23333333333333334,ensemble,3,3.9844384589232504,0.46526449968132566,0.3533026113671275,0.28368794326241137,0.3829787234042554,0.23880597014925373,4,0
