min_recall,equal_opportunity,accuracy,precision,recall,demographic_parity,recall_group_African-American,recall_group_Caucasian,recall_group_Hispanic,recall_group_Other,threshold,iteration
1.0,0.0,0.4500693481276006,0.4500693481276006,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0
1.0,0.0,0.4507628294036061,0.45038167938931295,1.0,0.0020366598778004397,1.0,1.0,1.0,1.0,0.010101010101010102,0
0.9973684210526316,0.0026315789473684292,0.4507628294036061,0.45031271716469773,0.9984591679506933,0.0117647058823529,0.9973684210526316,1.0,1.0,1.0,0.020202020202020204,0
0.9973684210526316,0.0026315789473684292,0.45145631067961167,0.4506258692628651,0.9984591679506933,0.0117647058823529,0.9973684210526316,1.0,1.0,1.0,0.030303030303030304,0
0.9973684210526316,0.0026315789473684292,0.45145631067961167,0.4506258692628651,0.9984591679506933,0.0117647058823529,0.9973684210526316,1.0,1.0,1.0,0.04040404040404041,0
0.9973684210526316,0.0026315789473684292,0.45145631067961167,0.4506258692628651,0.9984591679506933,0.0117647058823529,0.9973684210526316,1.0,1.0,1.0,0.05050505050505051,0
0.9973684210526316,0.0026315789473684292,0.4521497919556172,0.4509394572025052,0.9984591679506933,0.0117647058823529,0.9973684210526316,1.0,1.0,1.0,0.06060606060606061,0
0.9973684210526316,0.0026315789473684292,0.4521497919556172,0.4509394572025052,0.9984591679506933,0.0117647058823529,0.9973684210526316,1.0,1.0,1.0,0.07070707070707072,0
0.9973684210526316,0.0026315789473684292,0.4535367545076283,0.4515679442508711,0.9984591679506933,0.0117647058823529,0.9973684210526316,1.0,1.0,1.0,0.08080808080808081,0
0.9973684210526316,0.0026315789473684292,0.45700416088765605,0.45314685314685316,0.9984591679506933,0.020915687298221686,0.9973684210526316,1.0,1.0,1.0,0.09090909090909091,0
0.9973684210526316,0.0026315789473684292,0.45700416088765605,0.45314685314685316,0.9984591679506933,0.020915687298221686,0.9973684210526316,1.0,1.0,1.0,0.10101010101010102,0
0.9947368421052631,0.0052631578947368585,0.45839112343966715,0.4537166900420757,0.9969183359013868,0.029881397755313177,0.9947368421052631,1.0,1.0,1.0,0.11111111111111112,0
0.9666666666666667,0.033333333333333326,0.4590846047156727,0.4539057002111189,0.9938366718027735,0.03893974369179343,0.9921052631578947,1.0,1.0,0.9666666666666667,0.12121212121212122,0
0.9666666666666667,0.033333333333333326,0.46255201109570043,0.4555084745762712,0.9938366718027735,0.059762795510626465,0.9921052631578947,1.0,1.0,0.9666666666666667,0.13131313131313133,0
0.9666666666666667,0.033333333333333326,0.4667128987517337,0.4572039942938659,0.987673343605547,0.07923266735652312,0.9868421052631579,0.9896373056994818,1.0,0.9666666666666667,0.14141414141414144,0
0.9666666666666667,0.033333333333333326,0.47156726768377255,0.4593817397555715,0.9845916795069337,0.13129029690360583,0.9815789473684211,0.9896373056994818,1.0,0.9666666666666667,0.15151515151515152,0
0.9666666666666667,0.033333333333333326,0.47434119278779474,0.46064981949458483,0.9830508474576272,0.14170182281302235,0.9815789473684211,0.9844559585492227,1.0,0.9666666666666667,0.16161616161616163,0
0.9666666666666667,0.033333333333333326,0.4840499306518724,0.46499631540162123,0.9722650231124808,0.1910530924142323,0.9710526315789474,0.9689119170984456,1.0,0.9666666666666667,0.17171717171717174,0
0.9637305699481865,0.014530299617030895,0.49514563106796117,0.4704562453253553,0.9691833590138675,0.19875825837777605,0.9710526315789474,0.9637305699481865,0.9782608695652174,0.9666666666666667,0.18181818181818182,0
0.9333333333333333,0.03771929824561404,0.5124826629680999,0.4792626728110599,0.9614791987673343,0.26258059380721166,0.9710526315789474,0.9533678756476683,0.9347826086956522,0.9333333333333333,0.19191919191919193,0
0.9333333333333333,0.029824561403508754,0.5249653259361997,0.48589341692789967,0.9553158705701078,0.2567539600413914,0.9631578947368421,0.9481865284974094,0.9347826086956522,0.9333333333333333,0.20202020202020204,0
0.9333333333333333,0.027192982456140324,0.5325936199722607,0.49008723235527357,0.9522342064714946,0.27487065191435167,0.9605263157894737,0.9430051813471503,0.9347826086956522,0.9333333333333333,0.21212121212121213,0
0.9,0.05263157894736836,0.5353675450762829,0.49153908138597907,0.9399075500770416,0.2744567380402769,0.9526315789473684,0.927461139896373,0.9130434782608695,0.9,0.22222222222222224,0
0.8333333333333334,0.11403508771929816,0.5485436893203883,0.4991721854304636,0.9291217257318952,0.3577489453156093,0.9473684210526315,0.9119170984455959,0.9130434782608695,0.8333333333333334,0.23232323232323235,0
0.7666666666666667,0.1807017543859648,0.5554785020804438,0.5033726812816189,0.9198767334360555,0.39668868900740273,0.9473684210526315,0.9015544041450777,0.8695652173913043,0.7666666666666667,0.24242424242424243,0
0.7666666666666667,0.16754385964912277,0.5631067961165048,0.5082536924413553,0.901386748844376,0.42480299291570484,0.9342105263157895,0.8704663212435233,0.8478260869565217,0.7666666666666667,0.25252525252525254,0
0.7666666666666667,0.15701754385964906,0.5804438280166435,0.5197486535008977,0.8921417565485362,0.4031521133487224,0.9236842105263158,0.8601036269430051,0.8478260869565217,0.7666666666666667,0.26262626262626265,0
0.7666666666666667,0.15701754385964906,0.5866851595006934,0.5242009132420091,0.884437596302003,0.4108572793122662,0.9236842105263158,0.8341968911917098,0.8478260869565217,0.7666666666666667,0.27272727272727276,0
0.7666666666666667,0.1517543859649122,0.5957004160887656,0.5310150375939849,0.8705701078582434,0.41179654541112787,0.9184210526315789,0.8031088082901554,0.8260869565217391,0.7666666666666667,0.2828282828282829,0
