min_recall,equal_opportunity,accuracy,precision,recall,demographic_parity,recall_group_ Amer-Indian-Eskimo,recall_group_ Asian-Pac-Islander,recall_group_ Black,recall_group_ Other,recall_group_ White,model_type,num_members,training_time,der,der_group_ Amer-Indian-Eskimo,der_group_ Asian-Pac-Islander,der_group_ Black,der_group_ Other,der_group_ White,num_groups,iteration
0.6363636363636364,0.26363636363636367,0.8255528255528255,0.5962884088834803,0.8386820710312366,0.24906595191682912,0.6363636363636364,0.8414634146341463,0.8053097345132744,0.9,0.8411126826968411,ensemble,3,181.10446079215035,0.7397064088793412,0.6666666666666667,0.7391304347826088,0.7462686567164178,0.8000000000000002,0.7948003714020426,5,0
