min_recall,equal_opportunity,accuracy,precision,recall,demographic_parity,recall_group_African-American,recall_group_Caucasian,recall_group_Hispanic,recall_group_Other,member,model_name,split,model_type,dataset,iteration
0.3793103448275862,0.23215462332528003,0.6588744588744588,0.6480186480186481,0.5335892514395394,0.2411858974358974,0.6114649681528662,0.42657342657342656,0.4,0.3793103448275862,0,RandomForestClassifier,validation,,compas,2
0.3939393939393939,0.23580744150364408,0.6744588744588744,0.6636568848758465,0.564299424184261,0.22973745615255053,0.629746835443038,0.4797297297297297,0.3939393939393939,0.4583333333333333,1,CatBoostClassifier,validation,,compas,2
0.32,0.311578947368421,0.6412478336221837,0.6188340807174888,0.5307692307692308,0.23299319727891155,0.631578947368421,0.4066666666666667,0.36585365853658536,0.32,2,XGBClassifier,validation,,compas,2
0.3333333333333333,0.39241917502787066,0.6897746967071057,0.6745689655172413,0.6019230769230769,0.34574107028197176,0.725752508361204,0.43636363636363634,0.3333333333333333,0.6470588235294118,3,CatBoostClassifier,validation,,compas,2
0.4473684210526316,0.295687134502924,0.6967071057192374,0.679324894514768,0.6192307692307693,0.29768088742920334,0.7430555555555556,0.4491017964071856,0.4473684210526316,0.5925925925925926,4,CatBoostClassifier,validation,,compas,2
0.16666666666666666,0.24649122807017546,0.6352288488210819,0.7098976109215017,0.3204930662557781,0.18967960534026618,0.4131578947368421,0.19689119170984457,0.17391304347826086,0.16666666666666666,0,,test,individual,compas,2
0.1956521739130435,0.21750572082379863,0.6511789181692095,0.7570422535211268,0.3312788906009245,0.1819310674202022,0.4131578947368421,0.22279792746113988,0.1956521739130435,0.2,1,,test,individual,compas,2
0.19689119170984457,0.23995091355331336,0.6393897364771152,0.7021943573667712,0.34514637904468415,0.18546525511422432,0.4368421052631579,0.19689119170984457,0.30434782608695654,0.2,2,,test,individual,compas,2
0.13043478260869565,0.2748283752860412,0.6463245492371706,0.7642585551330798,0.30970724191063176,0.19869457932022608,0.4052631578947368,0.18652849740932642,0.13043478260869565,0.16666666666666666,3,,test,individual,compas,2
0.13333333333333333,0.2640350877192983,0.6497919556171984,0.7834645669291339,0.3066255778120185,0.21681127119318633,0.3973684210526316,0.18652849740932642,0.17391304347826086,0.13333333333333333,4,,test,individual,compas,2
