min_recall,equal_opportunity,accuracy,precision,recall,demographic_parity,recall_group_ Amer-Indian-Eskimo,recall_group_ Asian-Pac-Islander,recall_group_ Black,recall_group_ Other,recall_group_ White,model_type,num_members,training_time,der,der_group_ Amer-Indian-Eskimo,der_group_ Asian-Pac-Islander,der_group_ Black,der_group_ Other,der_group_ White,grouping,description,num_groups,iteration
0.6363636363636364,0.36363636363636365,0.7647420147420148,0.5044961955268619,0.9362430466409927,0.2538336235465932,0.6363636363636364,0.9146341463414634,0.911504424778761,1.0,0.9396511079679396,ensemble,3,159.72513991687447,0.9042821158690175,1.1999999999999997,1.307692307692308,1.441860465116279,2.0000000000000004,1.4203935599284434,original,Original 5 ethnicity groups,5,0
0.6363636363636364,0.3270509977827051,0.7561425061425061,0.4950188177994244,0.9567821994009413,0.2851689408706953,0.6363636363636364,0.9634146341463414,0.911504424778761,0.9,0.9608675153229609,ensemble,3,137.97276875004172,0.37616694124107636,0.33333333333333337,1.1764705882352944,0.7096774193548387,1.3333333333333337,0.8517110266159693,original,Original 5 ethnicity groups,5,1
